ID,City,Type_of_restaurant,Restaurant_rating,Dine_in_peak_flag,Machine_breakdown_flag,Festival,Weatherconditions,Road_traffic_density,Restaurant_load,Number_of_delivery_partners_nearby,multiple_deliveries,Distance_km,Dynamic_Surge_Multiplier,Order_Date,Time_Orderd,Time_Order_picked,Kitchen_Prep_Time (min),Time_taken (min),hour_of_day,day_of_week,is_weekend,travel_time_total,first_mile_frac,first_mile_time,last_mile_time
DEL40535,Bangalore,Cloud Kitchen,3.37,0,0,0,Sunny,Medium,13,18,0,11.91,1.0,2025-01-28,17:39:00,18:22:00,38,67,17,1,0,29,0.4,11.600000000000001,17.4
DEL40536,Hyderabad,Home Kitchen,4.24,0,0,0,Sunny,Medium,9,8,0,4.29,1.0,2025-01-03,00:24:00,01:25:00,49,71,0,4,0,22,0.4,8.8,13.2
DEL40537,Mumbai,Cloud Kitchen,3.84,0,0,0,Cloudy,Jam,10,22,2,2.65,1.4,2025-02-11,02:09:00,02:51:00,27,63,2,1,0,36,0.4,14.4,21.599999999999998
DEL40538,Delhi,Cloud Kitchen,4.04,0,1,0,Rainy,Jam,15,21,1,9.57,1.7,2025-02-18,01:38:00,02:52:00,64,146,1,1,0,82,0.4,32.800000000000004,49.199999999999996
DEL40539,Kolkata,Dine-in,4.2,0,0,0,Rainy,Medium,9,9,0,8.2,1.3,2025-03-05,08:39:00,09:21:00,31,65,8,2,0,34,0.4,13.600000000000001,20.4
DEL40540,Pune,Cloud Kitchen,4.56,0,0,0,Rainy,Low,10,19,1,10.88,1.3,2025-01-10,04:10:00,04:47:00,27,72,4,4,0,45,0.4,18.0,27.0
DEL40541,Mumbai,Dine-in,3.84,1,0,0,Sunny,High,17,7,0,4.24,1.9,2025-03-05,20:29:00,21:41:00,54,84,20,2,0,30,0.4,12.0,18.0
DEL40542,Delhi,Dine-in,4.02,0,0,0,Sunny,Low,8,15,0,14.35,1.0,2025-01-05,00:43:00,01:19:00,31,61,0,6,1,30,0.4,12.0,18.0
DEL40543,Mumbai,Dine-in,4.01,0,0,0,Rainy,Medium,5,2,1,6.01,1.8,2025-01-11,09:05:00,10:08:00,40,82,9,5,1,42,0.4,16.8,25.2
DEL40544,Bangalore,Cloud Kitchen,3.87,0,0,0,Sunny,Medium,7,15,0,2.5,1.0,2025-01-22,12:50:00,13:14:00,19,28,12,2,0,9,0.4,3.6,5.3999999999999995
DEL40545,Chennai,Cloud Kitchen,4.1,0,0,0,Sunny,Medium,14,19,0,12.82,1.0,2025-03-25,03:28:00,04:08:00,35,62,3,1,0,27,0.4,10.8,16.2
DEL40546,Chennai,Cloud Kitchen,4.31,0,0,0,Sunny,Medium,6,21,1,3.01,1.0,2025-01-04,23:10:00,23:46:00,26,45,23,5,1,19,0.4,7.6000000000000005,11.4
DEL40547,Kolkata,Cloud Kitchen,4.16,0,0,0,Sunny,Medium,5,18,0,4.91,1.0,2025-01-28,21:58:00,22:20:00,17,30,21,1,0,13,0.4,5.2,7.8
DEL40548,Mumbai,Cloud Kitchen,4.42,0,0,0,Sunny,Low,9,13,0,2.02,1.0,2025-01-31,23:46:00,00:22:00,29,40,23,4,0,11,0.4,4.4,6.6
DEL40549,Hyderabad,Dine-in,3.93,0,0,0,Cloudy,High,16,5,2,3.48,1.7,2025-02-27,17:28:00,18:38:00,45,92,17,3,0,47,0.4,18.8,28.2
DEL40550,Pune,Dine-in,4.09,0,0,0,Sunny,Medium,12,5,0,4.32,1.0,2025-01-28,15:06:00,16:01:00,40,65,15,1,0,25,0.4,10.0,15.0
DEL40551,Mumbai,Home Kitchen,4.19,0,0,0,Sunny,Medium,7,11,0,3.38,1.0,2025-03-04,03:08:00,04:07:00,50,67,3,1,0,17,0.4,6.800000000000001,10.2
DEL40552,Mumbai,Cloud Kitchen,3.77,0,0,0,Stormy,Medium,7,9,2,14.59,1.3,2025-03-23,12:04:00,13:07:00,42,107,12,6,1,65,0.4,26.0,39.0
DEL40553,Delhi,Dine-in,3.44,0,0,0,Rainy,Low,10,19,1,12.75,1.3,2025-02-18,17:12:00,17:57:00,35,80,17,1,0,45,0.4,18.0,27.0
DEL40554,Hyderabad,Cloud Kitchen,3.29,0,0,0,Sunny,High,16,13,0,2.11,1.7,2025-02-06,19:54:00,20:50:00,49,62,19,3,0,13,0.4,5.2,7.8
DEL40555,Bangalore,Dine-in,3.71,0,0,0,Sunny,High,11,8,0,4.08,1.4,2025-01-29,17:35:00,18:43:00,56,80,17,2,0,24,0.4,9.600000000000001,14.399999999999999
DEL40556,Kolkata,Cloud Kitchen,3.55,0,0,0,Rainy,Low,8,2,2,13.94,1.8,2025-03-24,08:12:00,09:19:00,39,123,8,0,0,84,0.4,33.6,50.4
DEL40557,Kolkata,Cloud Kitchen,4.15,0,0,0,Stormy,High,12,5,1,3.0,1.7,2025-03-07,03:32:00,04:17:00,25,61,3,4,0,36,0.4,14.4,21.599999999999998
DEL40558,Hyderabad,Cloud Kitchen,4.1,0,0,0,Cloudy,Medium,6,12,2,10.16,1.0,2025-03-08,01:13:00,01:52:00,21,64,1,5,1,43,0.4,17.2,25.8
DEL40559,Chennai,Cloud Kitchen,4.33,0,0,0,Sunny,Medium,15,21,2,12.25,1.0,2025-02-21,11:28:00,12:14:00,31,75,11,4,0,44,0.4,17.6,26.4
DEL40560,Delhi,Cloud Kitchen,4.03,0,0,0,Rainy,Medium,12,19,0,12.57,1.3,2025-03-10,23:42:00,00:26:00,39,80,23,0,0,41,0.4,16.400000000000002,24.599999999999998
DEL40561,Pune,Home Kitchen,4.1,0,0,0,Sunny,High,7,5,2,9.95,1.4,2025-01-28,16:00:00,17:08:00,43,116,16,1,0,73,0.4,29.200000000000003,43.8
DEL40562,Mumbai,Cloud Kitchen,4.08,0,0,0,Sunny,Low,13,12,1,10.37,1.0,2025-02-01,22:50:00,23:45:00,42,84,22,5,1,42,0.4,16.8,25.2
DEL40563,Mumbai,Dine-in,4.12,0,0,0,Sunny,Medium,10,22,1,10.55,1.0,2025-01-06,05:22:00,05:59:00,27,59,5,0,0,32,0.4,12.8,19.2
DEL40564,Pune,Dine-in,4.15,0,0,0,Sunny,Medium,7,18,1,11.45,1.0,2025-02-08,04:08:00,04:55:00,37,71,4,5,1,34,0.4,13.600000000000001,20.4
DEL40565,Hyderabad,Cloud Kitchen,4.34,0,0,0,Sunny,Medium,10,24,0,13.84,1.0,2025-01-31,13:33:00,13:58:00,20,49,13,4,0,29,0.4,11.600000000000001,17.4
DEL40566,Mumbai,Home Kitchen,4.75,0,0,0,Sunny,Medium,12,10,0,12.46,1.0,2025-02-03,19:03:00,19:51:00,38,78,19,0,0,40,0.4,16.0,24.0
DEL40567,Bangalore,Home Kitchen,4.12,0,0,0,Rainy,Low,8,10,1,12.78,1.3,2025-01-29,08:28:00,09:11:00,28,78,8,2,0,50,0.4,20.0,30.0
DEL40568,Hyderabad,Home Kitchen,4.32,0,0,0,Sunny,Medium,11,16,1,12.28,1.0,2025-02-28,05:20:00,06:14:00,44,79,5,4,0,35,0.4,14.0,21.0
DEL40569,Delhi,Dine-in,3.96,0,0,0,Rainy,Medium,15,19,0,1.18,1.3,2025-03-13,16:49:00,17:23:00,29,37,16,3,0,8,0.4,3.2,4.8
DEL40570,Kolkata,Cloud Kitchen,3.8,0,0,0,Sunny,Medium,12,15,1,10.14,1.0,2025-01-28,14:27:00,15:04:00,27,61,14,1,0,34,0.4,13.600000000000001,20.4
DEL40571,Chennai,Dine-in,3.77,1,0,0,Sunny,Medium,9,10,0,14.77,1.2,2025-02-15,21:26:00,22:23:00,42,92,21,5,1,50,0.4,20.0,30.0
DEL40572,Delhi,Home Kitchen,4.18,0,0,0,Rainy,High,12,7,0,14.6,1.7,2025-03-29,11:03:00,12:04:00,48,121,11,5,1,73,0.4,29.200000000000003,43.8
DEL40573,Bangalore,Dine-in,3.9,0,0,0,Cloudy,Medium,8,5,0,1.04,1.0,2025-01-23,15:00:00,15:43:00,28,45,15,3,0,17,0.4,6.800000000000001,10.2
DEL40574,Chennai,Dine-in,3.86,0,0,0,Rainy,Medium,9,15,0,4.03,1.3,2025-01-17,02:41:00,03:29:00,43,60,2,4,0,17,0.4,6.800000000000001,10.2
DEL40575,Mumbai,Cloud Kitchen,3.83,0,0,0,Stormy,Low,4,2,2,8.85,1.8,2025-02-11,13:52:00,14:51:00,31,89,13,1,0,58,0.4,23.200000000000003,34.8
DEL40576,Hyderabad,Home Kitchen,4.45,0,0,0,Sunny,Medium,8,7,1,3.34,1.0,2025-01-22,09:36:00,10:22:00,28,57,9,2,0,29,0.4,11.600000000000001,17.4
DEL40577,Chennai,Cloud Kitchen,4.57,0,0,0,Rainy,Medium,10,4,1,12.75,1.8,2025-02-23,04:48:00,05:30:00,21,77,4,6,1,56,0.4,22.400000000000002,33.6
DEL40578,Pune,Cloud Kitchen,4.18,0,0,0,Rainy,Jam,3,5,1,2.62,1.7,2025-01-18,03:42:00,04:38:00,36,82,3,5,1,46,0.4,18.400000000000002,27.599999999999998
DEL40579,Kolkata,Cloud Kitchen,3.93,0,0,0,Sunny,Jam,8,5,2,4.1,1.4,2025-01-02,07:22:00,08:12:00,25,78,7,3,0,53,0.4,21.200000000000003,31.799999999999997
DEL40580,Mumbai,Dine-in,3.9,0,0,0,Stormy,Medium,6,3,1,8.24,1.8,2025-01-04,02:08:00,03:00:00,30,80,2,5,1,50,0.4,20.0,30.0
DEL40581,Bangalore,Cloud Kitchen,4.01,0,0,0,Sunny,Medium,6,16,2,5.09,1.0,2025-01-22,18:03:00,18:48:00,30,62,18,2,0,32,0.4,12.8,19.2
DEL40582,Delhi,Home Kitchen,3.78,0,0,0,Sunny,Low,12,19,1,7.8,1.0,2025-03-20,07:58:00,08:43:00,35,68,7,3,0,33,0.4,13.200000000000001,19.8
DEL40583,Pune,Dine-in,4.19,0,0,0,Cloudy,High,13,20,1,7.06,1.4,2025-01-07,11:33:00,12:33:00,50,88,11,1,0,38,0.4,15.200000000000001,22.8
DEL40584,Mumbai,Home Kitchen,4.37,0,0,0,Sunny,Low,7,12,1,14.67,1.0,2025-02-11,06:40:00,07:20:00,27,79,6,1,0,52,0.4,20.8,31.2
DEL40585,Bangalore,Dine-in,4.04,1,0,0,Stormy,Medium,3,4,1,5.88,2.0,2025-01-20,13:08:00,14:18:00,44,91,13,0,0,47,0.4,18.8,28.2
DEL40586,Chennai,Dine-in,4.4,0,0,0,Rainy,Low,12,18,0,1.29,1.3,2025-02-19,03:45:00,04:16:00,26,34,3,2,0,8,0.4,3.2,4.8
DEL40587,Mumbai,Home Kitchen,4.07,0,0,0,Sunny,Low,13,13,1,9.49,1.0,2025-03-19,12:11:00,12:52:00,29,68,12,2,0,39,0.4,15.600000000000001,23.4
DEL40588,Pune,Cloud Kitchen,4.19,0,0,0,Rainy,Medium,15,8,0,4.66,1.3,2025-01-19,02:29:00,03:21:00,40,65,2,6,1,25,0.4,10.0,15.0
DEL40589,Chennai,Dine-in,4.45,0,0,0,Sunny,Medium,11,20,2,12.8,1.0,2025-01-17,01:04:00,02:04:00,45,99,1,4,0,54,0.4,21.6,32.4
DEL40590,Chennai,Cloud Kitchen,4.49,0,0,0,Cloudy,Low,7,18,1,3.11,1.0,2025-02-16,12:08:00,12:46:00,28,49,12,6,1,21,0.4,8.4,12.6
DEL40591,Bangalore,Dine-in,4.22,0,0,0,Cloudy,Medium,8,21,0,9.83,1.0,2025-01-13,06:47:00,07:28:00,36,58,6,0,0,22,0.4,8.8,13.2
DEL40592,Pune,Cloud Kitchen,4.38,0,0,0,Sunny,Low,11,23,0,4.54,1.0,2025-01-20,14:49:00,15:22:00,28,42,14,0,0,14,0.4,5.6000000000000005,8.4
DEL40593,Mumbai,Home Kitchen,4.37,0,0,0,Sunny,Low,5,19,0,5.3,1.0,2025-01-30,08:29:00,09:07:00,33,51,8,3,0,18,0.4,7.2,10.799999999999999
DEL40594,Delhi,Home Kitchen,4.87,0,0,0,Rainy,High,10,4,1,4.18,2.2,2025-01-27,04:59:00,05:52:00,32,81,4,0,0,49,0.4,19.6,29.4
DEL40595,Pune,Cloud Kitchen,3.95,0,0,0,Sunny,Medium,13,16,0,7.98,1.0,2025-02-03,22:02:00,22:46:00,39,60,22,0,0,21,0.4,8.4,12.6
DEL40596,Kolkata,Cloud Kitchen,4.16,0,0,0,Stormy,Jam,13,13,0,10.5,1.7,2025-01-09,16:01:00,16:47:00,39,121,16,3,0,82,0.4,32.800000000000004,49.199999999999996
DEL40597,Kolkata,Dine-in,3.82,0,0,0,Cloudy,Low,14,9,0,11.22,1.0,2025-03-24,16:27:00,17:22:00,44,82,16,0,0,38,0.4,15.200000000000001,22.8
DEL40598,Mumbai,Dine-in,3.46,1,0,0,Sunny,Low,13,7,0,6.97,1.2,2025-01-18,12:25:00,13:28:00,45,77,12,5,1,32,0.4,12.8,19.2
DEL40599,Hyderabad,Dine-in,4.77,0,0,0,Cloudy,Jam,11,10,0,7.3,1.4,2025-02-14,10:33:00,11:04:00,21,75,10,4,0,54,0.4,21.6,32.4
DEL40600,Delhi,Dine-in,4.09,1,0,0,Cloudy,High,17,9,0,7.67,1.9,2025-03-06,20:08:00,21:12:00,48,86,20,3,0,38,0.4,15.200000000000001,22.8
DEL40601,Bangalore,Dine-in,3.95,1,0,0,Sunny,Medium,8,7,1,6.66,1.2,2025-03-01,20:32:00,21:46:00,51,91,20,5,1,40,0.4,16.0,24.0
DEL40602,Mumbai,Home Kitchen,3.59,0,0,0,Cloudy,Medium,7,14,0,9.61,1.0,2025-02-07,17:31:00,18:28:00,51,76,17,4,0,25,0.4,10.0,15.0
DEL40603,Mumbai,Cloud Kitchen,3.86,0,0,0,Cloudy,Low,9,10,0,12.4,1.0,2025-03-29,14:54:00,15:46:00,42,82,14,5,1,40,0.4,16.0,24.0
DEL40604,Chennai,Cloud Kitchen,4.15,0,0,0,Sunny,Low,11,16,1,13.62,1.0,2025-02-11,08:59:00,09:40:00,31,68,8,1,0,37,0.4,14.8,22.2
DEL40605,Chennai,Cloud Kitchen,4.53,0,0,0,Sunny,Low,8,6,1,8.15,1.0,2025-03-09,03:15:00,03:56:00,22,59,3,6,1,37,0.4,14.8,22.2
DEL40606,Bangalore,Dine-in,4.2,0,0,0,Cloudy,Medium,11,5,0,6.04,1.0,2025-03-08,23:15:00,00:13:00,43,70,23,5,1,27,0.4,10.8,16.2
DEL40607,Chennai,Dine-in,3.99,1,0,0,Cloudy,Medium,16,22,0,6.87,1.5,2025-01-06,21:34:00,22:34:00,50,76,21,0,0,26,0.4,10.4,15.6
DEL40608,Bangalore,Cloud Kitchen,3.73,0,0,0,Cloudy,High,8,22,2,14.05,1.4,2025-02-02,11:18:00,12:10:00,37,116,11,6,1,79,0.4,31.6,47.4
DEL40609,Kolkata,Home Kitchen,4.64,0,0,0,Cloudy,Low,12,13,0,6.3,1.0,2025-01-08,07:08:00,08:01:00,46,64,7,2,0,18,0.4,7.2,10.799999999999999
DEL40610,Kolkata,Cloud Kitchen,4.14,0,0,0,Rainy,Jam,9,13,0,6.99,1.7,2025-02-05,20:51:00,21:33:00,35,92,20,2,0,57,0.4,22.8,34.199999999999996
DEL40611,Kolkata,Dine-in,3.65,1,0,0,Rainy,Low,11,14,0,7.58,1.5,2025-03-25,21:05:00,22:14:00,58,91,21,1,0,33,0.4,13.200000000000001,19.8
DEL40612,Pune,Cloud Kitchen,4.32,0,0,0,Rainy,Low,10,17,0,6.65,1.3,2025-02-02,01:19:00,01:52:00,28,56,1,6,1,28,0.4,11.200000000000001,16.8
DEL40613,Delhi,Home Kitchen,3.88,0,0,0,Sunny,High,14,9,1,4.2,1.4,2025-02-20,21:00:00,22:05:00,49,83,21,3,0,34,0.4,13.600000000000001,20.4
DEL40614,Delhi,Cloud Kitchen,4.58,0,0,0,Sunny,Medium,11,7,0,12.16,1.0,2025-01-10,10:01:00,10:48:00,34,68,10,4,0,34,0.4,13.600000000000001,20.4
DEL40615,Kolkata,Dine-in,3.63,0,0,0,Sunny,High,8,16,0,7.02,1.4,2025-01-15,22:00:00,22:48:00,43,76,22,2,0,33,0.4,13.200000000000001,19.8
DEL40616,Bangalore,Home Kitchen,4.16,0,0,0,Sunny,Jam,3,16,0,9.61,1.4,2025-02-25,10:46:00,11:26:00,35,98,10,1,0,63,0.4,25.200000000000003,37.8
DEL40617,Mumbai,Dine-in,4.66,1,0,0,Sunny,Medium,10,10,0,10.39,1.2,2025-02-24,21:41:00,22:33:00,37,73,21,0,0,36,0.4,14.4,21.599999999999998
DEL40618,Pune,Dine-in,4.35,0,0,0,Sunny,Medium,7,7,0,13.22,1.0,2025-01-08,06:26:00,07:16:00,37,82,6,2,0,45,0.4,18.0,27.0
DEL40619,Bangalore,Home Kitchen,4.08,0,0,0,Cloudy,Low,11,19,0,6.28,1.0,2025-01-08,06:19:00,07:15:00,51,71,6,2,0,20,0.4,8.0,12.0
DEL40620,Pune,Cloud Kitchen,4.29,0,0,0,Rainy,Medium,8,13,0,10.66,1.3,2025-01-15,13:39:00,14:09:00,23,67,13,2,0,44,0.4,17.6,26.4
DEL40621,Pune,Cloud Kitchen,4.69,0,0,0,Sunny,Low,6,24,1,14.23,1.0,2025-03-23,01:39:00,02:17:00,28,66,1,6,1,38,0.4,15.200000000000001,22.8
DEL40622,Delhi,Cloud Kitchen,3.7,0,0,0,Cloudy,Low,13,13,1,5.21,1.0,2025-01-04,11:39:00,12:29:00,38,63,11,5,1,25,0.4,10.0,15.0
DEL40623,Kolkata,Dine-in,4.23,0,0,0,Rainy,Jam,9,3,2,14.88,2.2,2025-01-30,22:28:00,23:29:00,34,175,22,3,0,141,0.4,56.400000000000006,84.6
DEL40624,Kolkata,Dine-in,4.19,0,0,0,Rainy,Jam,8,4,0,4.1,2.2,2025-01-04,16:44:00,17:23:00,23,68,16,5,1,45,0.4,18.0,27.0
DEL40625,Mumbai,Dine-in,4.32,0,0,0,Sunny,Medium,12,23,1,4.04,1.0,2025-01-02,06:56:00,07:34:00,28,52,6,3,0,24,0.4,9.600000000000001,14.399999999999999
DEL40626,Mumbai,Dine-in,3.76,0,0,0,Cloudy,Low,15,11,0,5.95,1.0,2025-02-10,07:45:00,08:30:00,36,59,7,0,0,23,0.4,9.200000000000001,13.799999999999999
DEL40627,Chennai,Cloud Kitchen,4.6,0,0,0,Sunny,High,14,20,1,9.98,1.4,2025-03-16,06:15:00,06:48:00,23,66,6,6,1,43,0.4,17.2,25.8
DEL40628,Pune,Dine-in,4.36,1,0,0,Rainy,Low,7,5,2,14.94,1.5,2025-03-17,13:46:00,15:04:00,48,129,13,0,0,81,0.4,32.4,48.6
DEL40629,Mumbai,Cloud Kitchen,4.17,0,0,0,Sunny,Jam,8,14,2,13.11,1.4,2025-03-18,07:10:00,07:56:00,30,133,7,1,0,103,0.4,41.2,61.8
DEL40630,Kolkata,Dine-in,4.03,0,0,0,Rainy,Low,6,9,2,4.64,1.3,2025-01-20,10:38:00,11:27:00,28,68,10,0,0,40,0.4,16.0,24.0
DEL40631,Chennai,Cloud Kitchen,4.09,0,0,0,Cloudy,Medium,15,12,0,10.25,1.0,2025-01-28,22:13:00,23:08:00,47,80,22,1,0,33,0.4,13.200000000000001,19.8
DEL40632,Mumbai,Home Kitchen,4.04,0,0,1,Sunny,Low,20,13,0,11.52,1.8,2025-03-14,10:10:00,11:02:00,45,75,10,4,0,30,0.4,12.0,18.0
DEL40633,Chennai,Cloud Kitchen,4.3,0,0,0,Rainy,Low,8,5,1,9.39,1.3,2025-02-09,22:13:00,22:51:00,18,74,22,6,1,56,0.4,22.400000000000002,33.6
DEL40634,Chennai,Home Kitchen,4.53,0,0,1,Stormy,Low,16,10,0,5.85,2.1,2025-03-14,19:49:00,20:36:00,37,64,19,4,0,27,0.4,10.8,16.2
DEL40635,Pune,Cloud Kitchen,4.3,0,0,1,Rainy,Medium,16,10,1,8.15,2.1,2025-03-14,07:37:00,08:29:00,37,76,7,4,0,39,0.4,15.600000000000001,23.4
DEL40636,Mumbai,Cloud Kitchen,4.26,0,0,0,Rainy,High,8,17,2,11.09,1.7,2025-02-10,05:18:00,06:04:00,31,107,5,0,0,76,0.4,30.400000000000002,45.6
DEL40637,Hyderabad,Cloud Kitchen,4.02,0,0,0,Sunny,Medium,11,14,0,3.45,1.0,2025-03-12,21:21:00,21:56:00,29,43,21,2,0,14,0.4,5.6000000000000005,8.4
DEL40638,Delhi,Dine-in,3.85,0,0,0,Cloudy,Low,8,7,0,9.35,1.0,2025-03-21,06:27:00,07:15:00,35,64,6,4,0,29,0.4,11.600000000000001,17.4
DEL40639,Pune,Dine-in,4.19,0,0,0,Sunny,Jam,10,18,1,5.31,1.4,2025-02-06,23:29:00,00:13:00,34,75,23,3,0,41,0.4,16.400000000000002,24.599999999999998
DEL40640,Hyderabad,Cloud Kitchen,4.21,0,0,0,Cloudy,Low,15,15,0,1.52,1.0,2025-03-10,20:34:00,21:14:00,35,43,20,0,0,8,0.4,3.2,4.8
DEL40641,Bangalore,Home Kitchen,3.99,0,0,0,Rainy,Medium,15,5,0,3.45,1.3,2025-01-19,15:15:00,16:21:00,51,74,15,6,1,23,0.4,9.200000000000001,13.799999999999999
DEL40642,Chennai,Cloud Kitchen,3.98,0,0,0,Sunny,Low,10,16,0,14.35,1.0,2025-03-05,15:41:00,16:19:00,33,67,15,2,0,34,0.4,13.600000000000001,20.4
DEL40643,Hyderabad,Home Kitchen,3.97,0,0,0,Cloudy,Low,7,6,0,8.61,1.0,2025-01-02,07:15:00,08:10:00,41,76,7,3,0,35,0.4,14.0,21.0
DEL40644,Hyderabad,Dine-in,4.33,0,0,0,Sunny,Low,11,23,0,6.44,1.0,2025-02-27,09:57:00,10:45:00,43,61,9,3,0,18,0.4,7.2,10.799999999999999
DEL40645,Pune,Dine-in,3.94,0,0,1,Rainy,Low,19,1,1,7.41,2.5,2025-01-26,03:45:00,05:02:00,53,106,3,6,1,53,0.4,21.200000000000003,31.799999999999997
DEL40646,Bangalore,Dine-in,4.29,0,0,0,Cloudy,Medium,11,12,0,1.2,1.0,2025-02-13,02:00:00,02:43:00,35,45,2,3,0,10,0.4,4.0,6.0
DEL40647,Delhi,Home Kitchen,3.79,0,0,0,Sunny,Low,17,18,2,2.82,1.3,2025-01-29,06:59:00,07:55:00,41,71,6,2,0,30,0.4,12.0,18.0
DEL40648,Chennai,Dine-in,3.76,0,0,0,Sunny,Medium,9,20,1,6.08,1.0,2025-03-25,08:48:00,09:43:00,45,71,8,1,0,26,0.4,10.4,15.6
DEL40649,Pune,Dine-in,4.26,0,0,0,Rainy,Low,11,14,1,10.48,1.3,2025-01-07,22:15:00,22:55:00,29,74,22,1,0,45,0.4,18.0,27.0
DEL40650,Bangalore,Dine-in,3.99,0,1,0,Sunny,Low,7,22,0,13.46,1.0,2025-02-10,15:57:00,16:47:00,45,77,15,0,0,32,0.4,12.8,19.2
DEL40651,Mumbai,Dine-in,3.39,0,0,1,Sunny,High,21,1,0,12.29,2.5,2025-01-26,22:29:00,23:45:00,57,125,22,6,1,68,0.4,27.200000000000003,40.8
DEL40652,Delhi,Home Kitchen,3.85,0,0,0,Sunny,Low,9,12,1,14.72,1.0,2025-03-13,21:16:00,22:07:00,38,84,21,3,0,46,0.4,18.400000000000002,27.599999999999998
DEL40653,Chennai,Dine-in,3.73,0,0,0,Rainy,High,9,4,1,11.24,2.2,2025-03-10,16:51:00,17:44:00,32,121,16,0,0,89,0.4,35.6,53.4
DEL40654,Pune,Home Kitchen,4.13,0,0,0,Rainy,Medium,5,2,1,4.13,1.8,2025-01-28,12:32:00,13:28:00,33,70,12,1,0,37,0.4,14.8,22.2
DEL40655,Mumbai,Dine-in,4.4,0,0,0,Sunny,Medium,11,21,0,4.46,1.0,2025-03-24,00:16:00,01:01:00,40,54,0,0,0,14,0.4,5.6000000000000005,8.4
DEL40656,Chennai,Cloud Kitchen,3.9,0,0,0,Sunny,High,11,18,0,8.02,1.4,2025-02-18,18:55:00,19:40:00,40,68,18,1,0,28,0.4,11.200000000000001,16.8
DEL40657,Hyderabad,Dine-in,4.5,1,0,0,Cloudy,Jam,10,13,1,4.68,1.6,2025-01-06,12:44:00,13:50:00,49,98,12,0,0,49,0.4,19.6,29.4
DEL40658,Chennai,Cloud Kitchen,4.14,0,0,0,Sunny,Medium,8,19,0,1.73,1.0,2025-03-07,03:19:00,03:49:00,25,33,3,4,0,8,0.4,3.2,4.8
DEL40659,Pune,Dine-in,4.27,1,0,0,Rainy,Jam,10,18,0,7.16,1.9,2025-02-09,19:17:00,20:08:00,41,95,19,6,1,54,0.4,21.6,32.4
DEL40660,Hyderabad,Dine-in,3.71,0,0,0,Cloudy,Medium,3,9,0,13.01,1.0,2025-02-01,03:33:00,04:08:00,24,61,3,5,1,37,0.4,14.8,22.2
DEL40661,Delhi,Dine-in,4.52,1,0,0,Rainy,Jam,8,11,2,3.99,1.9,2025-03-23,14:32:00,15:40:00,44,104,14,6,1,60,0.4,24.0,36.0
DEL40662,Pune,Cloud Kitchen,3.84,0,0,0,Cloudy,Medium,9,9,2,14.61,1.0,2025-03-03,16:57:00,17:41:00,23,81,16,0,0,58,0.4,23.200000000000003,34.8
DEL40663,Pune,Dine-in,4.22,0,0,0,Sunny,Low,6,14,1,13.63,1.0,2025-02-14,23:37:00,00:21:00,33,71,23,4,0,38,0.4,15.200000000000001,22.8
DEL40664,Chennai,Cloud Kitchen,3.83,0,0,0,Rainy,Jam,10,3,1,4.92,2.2,2025-03-06,20:25:00,21:17:00,30,86,20,3,0,56,0.4,22.400000000000002,33.6
DEL40665,Delhi,Home Kitchen,4.48,0,0,0,Rainy,High,13,2,1,12.17,2.2,2025-01-21,13:36:00,14:32:00,33,130,13,1,0,97,0.4,38.800000000000004,58.199999999999996
DEL40666,Delhi,Home Kitchen,4.19,0,0,0,Cloudy,High,8,8,0,6.7,1.4,2025-02-27,11:40:00,12:15:00,23,54,11,3,0,31,0.4,12.4,18.599999999999998
DEL40667,Bangalore,Cloud Kitchen,4.03,0,0,0,Cloudy,Medium,8,9,1,13.93,1.0,2025-02-01,11:02:00,11:58:00,40,88,11,5,1,48,0.4,19.200000000000003,28.799999999999997
DEL40668,Chennai,Dine-in,4.05,0,0,0,Stormy,Low,16,17,1,7.42,1.6,2025-02-08,05:00:00,06:01:00,51,83,5,5,1,32,0.4,12.8,19.2
DEL40669,Delhi,Cloud Kitchen,4.57,0,0,0,Sunny,Low,8,6,0,7.25,1.0,2025-01-01,18:00:00,18:32:00,18,46,18,2,0,28,0.4,11.200000000000001,16.8
DEL40670,Pune,Cloud Kitchen,4.41,0,0,0,Cloudy,Jam,11,15,0,1.14,1.4,2025-03-18,11:04:00,11:35:00,26,38,11,1,0,12,0.4,4.800000000000001,7.199999999999999
DEL40671,Kolkata,Home Kitchen,4.07,0,0,0,Cloudy,Low,6,9,0,5.01,1.0,2025-01-22,17:35:00,18:17:00,31,51,17,2,0,20,0.4,8.0,12.0
DEL40672,Delhi,Dine-in,4.36,0,0,0,Rainy,Low,10,6,1,10.32,1.3,2025-02-08,07:01:00,08:01:00,41,93,7,5,1,52,0.4,20.8,31.2
DEL40673,Delhi,Cloud Kitchen,4.32,0,0,0,Cloudy,Medium,10,12,2,1.29,1.0,2025-01-27,20:19:00,21:10:00,33,61,20,0,0,28,0.4,11.200000000000001,16.8
DEL40674,Mumbai,Cloud Kitchen,4.3,0,0,0,Rainy,Medium,6,9,1,4.89,1.3,2025-02-07,22:52:00,23:38:00,30,64,22,4,0,34,0.4,13.600000000000001,20.4
DEL40675,Chennai,Home Kitchen,4.21,0,0,0,Rainy,Medium,11,19,1,9.39,1.3,2025-01-21,19:59:00,20:56:00,47,84,19,1,0,37,0.4,14.8,22.2
